site,date,eto,vpd_medio,t_media,rh_media
rio_claro,2023-12-25,5.6,29.267,29.142,27.378
la_esperanza,2023-12-26,6.2,45.525,35.327,20.427
rio_claro,2023-12-26,5.9,39.26,32.228,18.332
la_esperanza,2023-12-27,4.9,13.675,24.059,54.1
rio_claro,2023-12-27,5.7,19.314,26.4,43.627
la_esperanza,2023-12-28,3.3,14.15,25.049,55.24
rio_claro,2023-12-28,2.2,8.075,21.675,68.57
la_esperanza,2023-12-29,2.5,9.012,21.64,64.855
rio_claro,2023-12-29,2,5.971,19.343,73.144
la_esperanza,2023-12-30,5.7,32.125,31.309,29.577
rio_claro,2023-12-30,5.7,27.35,28.672,30.233
la_esperanza,2023-12-31,3.4,16.538,25.121,48.079
rio_claro,2023-12-31,1.9,3.817,17.415,80.59
la_esperanza,2024-01-01,5.1,26.638,28.27,30.401
rio_claro,2024-01-01,4.8,19.383,25.535,40.665
la_esperanza,2024-01-02,5.8,27.05,29.872,35.691
rio_claro,2024-01-02,5.6,25.038,28.004,33.619
la_esperanza,2024-01-03,5.8,37.8,33.056,24.986
rio_claro,2024-01-03,5.8,30.343,29.61,26.691
la_esperanza,2024-01-04,5.7,23.65,29.128,41.241
rio_claro,2024-01-04,5.8,31.357,30.049,26.164
la_esperanza,2024-01-05,4.4,12.5,24.676,59.59
rio_claro,2024-01-05,5.7,22.05,27.778,40.707
la_esperanza,2024-01-06,1.5,3.987,19.205,81.738
rio_claro,2024-01-06,4.6,8.333,22.372,69.035
la_esperanza,2024-01-07,4.6,21.138,28.12,44.231
rio_claro,2024-01-07,4.6,20.567,26.46,40.288
la_esperanza,2024-01-08,5.5,31.275,30.603,28.67
rio_claro,2024-01-08,5.5,27.117,27.527,26.072
la_esperanza,2024-01-09,5.6,34.487,30.872,22.576
rio_claro,2024-01-09,5.4,26,27.692,29.858
la_esperanza,2024-01-10,5.4,35.5,31.401,22.622
rio_claro,2024-01-10,5.5,28.1,28.233,26.498
la_esperanza,2024-01-11,5.4,35.65,31.526,22.882
rio_claro,2024-01-11,5.6,29.1,28.558,25.245
la_esperanza,2024-01-12,5.4,34.737,31.359,24.173
rio_claro,2024-01-12,5.4,30.78,29.058,23.264
la_esperanza,2024-01-13,5,24.862,28.524,36.173
rio_claro,2024-01-13,5.1,28.95,28.066,23.551
la_esperanza,2024-01-14,5,29,28,24
rio_claro,2024-01-14,5.4,26.8,26.709,23.375
la_esperanza,2024-01-15,5.6,32.912,30.134,22.998
rio_claro,2024-01-15,0,26.388,26.945,25.808
la_esperanza,2024-01-16,5.3,27.15,29.116,32.873
rio_claro,2024-01-16,5.5,18.1,25.045,43.114
la_esperanza,2024-01-17,5.4,26.612,29.616,35.674
rio_claro,2024-01-17,5.4,25.438,28.294,33.746
la_esperanza,2024-01-18,5.4,25.812,29.146,36.039
rio_claro,2024-01-18,5.1,15.9,24.868,49.278
la_esperanza,2024-01-19,5.7,28.962,29.77,30.957
rio_claro,2024-01-19,5.2,23.538,27.382,35.553
la_esperanza,2024-01-20,5.5,20.337,27.002,42.969
rio_claro,2024-01-20,0,25.663,28.441,33.75
la_esperanza,2024-01-21,5.5,29.013,30.289,32.554
rio_claro,2024-01-21,5.5,33.1,30.768,25.252
la_esperanza,2024-01-22,5.5,20.438,28.614,48.019
rio_claro,2024-01-22,0,28.737,30.569,34.396
la_esperanza,2024-01-23,5.5,27.875,31.155,38.46
rio_claro,2024-01-23,5.8,36.3,33.391,29.271
la_esperanza,2024-01-24,5.7,23.962,30.118,44.072
rio_claro,2024-01-24,5.5,25.25,29.557,38.895
la_esperanza,2024-01-25,4.4,8.5,22.74,69.031
rio_claro,2024-01-25,5.3,26.525,29.489,35.514
la_esperanza,2024-01-26,3.2,4.838,20.06,79.46
rio_claro,2024-01-26,4.8,5.537,20.254,76.66
la_esperanza,2024-01-27,5.2,19.287,29.21,52.626
rio_claro,2024-01-27,5,17.163,27.697,53.881
la_esperanza,2024-01-28,4.3,10.887,24.485,64.655
rio_claro,2024-01-28,5.3,20.175,27.65,45.514
la_esperanza,2024-01-29,5.4,22.512,29.859,46.92
rio_claro,2024-01-29,5.3,22.612,28.871,43.155
la_esperanza,2024-01-30,5.3,33.913,32.466,31.131
rio_claro,2024-01-30,5.3,25.938,29.264,36.202
la_esperanza,2024-01-31,5.3,40.837,34.142,24.319
rio_claro,2024-01-31,0,27.1,29.581,34.456
la_esperanza,2024-02-01,5.6,36.525,32.519,25.605
rio_claro,2024-02-01,5,30.675,29.76,26.608
la_esperanza,2024-02-02,5.4,34.325,32.89,31.51
rio_claro,2024-02-02,5.3,22.775,27.997,39.784
la_esperanza,2024-02-03,5.2,34.95,32.154,27.289
rio_claro,2024-02-03,5,18.062,26.614,48.084
la_esperanza,2024-02-04,4.6,13.175,24.589,57.189
rio_claro,2024-02-04,5,27.9,29.495,32.146
la_esperanza,2024-02-05,4.9,18.962,27.705,49.411
rio_claro,2024-02-05,5.1,17.088,26.49,50.66
la_esperanza,2024-02-06,5.2,24.262,29.169,40.172
rio_claro,2024-02-06,5.5,26.4,28.709,33.066
la_esperanza,2024-02-07,5.1,29.588,32.288,38.852
rio_claro,2024-02-07,5.3,21.575,28.199,43.412
la_esperanza,2024-02-08,5.4,27.275,30.922,39.025
rio_claro,2024-02-08,0,27.125,29.625,34.452
la_esperanza,2024-02-09,5,21.938,27.455,40.685
rio_claro,2024-02-09,5,26.325,27.267,27.156
la_esperanza,2024-02-10,4.2,18.038,26.076,47.776
rio_claro,2024-02-10,0,22.738,27.475,37.888
la_esperanza,2024-02-11,5,16.85,25.552,48.6
rio_claro,2024-02-11,5.1,18.962,26.013,43.614
la_esperanza,2024-02-12,4.9,28.8,30.522,34.301
rio_claro,2024-02-12,5,18.025,26.087,46.68
la_esperanza,2024-02-13,4.6,14.538,25.334,54.964
rio_claro,2024-02-13,5.1,31.062,30.137,27.348
la_esperanza,2024-02-14,3.5,8.188,22.259,69.545
rio_claro,2024-02-14,0,12.675,24.189,58.094
la_esperanza,2024-02-15,3.7,7.1,21.913,73.156
rio_claro,2024-02-15,5.1,17.388,27.841,53.415
la_esperanza,2024-02-16,3.7,16.987,27.316,53.037
rio_claro,2024-02-16,5.1,21.714,29.363,46.713
la_esperanza,2024-02-17,5.2,26.438,29.191,34.685
rio_claro,2024-02-17,4.6,12.912,24.338,57.499
la_esperanza,2024-02-18,5.7,29.488,30.632,33.191
rio_claro,2024-02-18,4.9,26.075,28.911,34.584
la_esperanza,2024-02-19,2.5,4.387,19.315,80.094
rio_claro,2024-02-19,4.2,10.2,22.62,62.702
la_esperanza,2024-02-20,4.4,11.212,24.054,62.638
rio_claro,2024-02-20,4.1,12.375,24.706,60.064
la_esperanza,2024-02-21,4.5,13.238,24.759,57.668
rio_claro,2024-02-21,3.2,9.725,22.788,64.791
la_esperanza,2024-02-22,2.3,1.2,17.271,93.491
rio_claro,2024-02-22,1.6,0,14.172,99.982
la_esperanza,2024-02-23,2.3,9.9,21.979,63.057
rio_claro,2024-02-23,1.6,2.9,17.209,86.129
la_esperanza,2024-02-24,5,22.513,28.223,41.331
rio_claro,2024-02-24,4.7,19.15,26.262,43.925
la_esperanza,2024-02-25,5.1,23.8,28.839,40.365
rio_claro,2024-02-25,4.7,23.237,27.686,37.331
la_esperanza,2024-02-26,4.7,18.837,26.699,46.835
rio_claro,2024-02-26,4.6,20.8,26.042,38.185
la_esperanza,2024-02-27,4.7,27.712,29.099,31.346
rio_claro,2024-02-27,4.5,24.875,27.068,30.771
la_esperanza,2024-02-28,4.6,27.95,29.509,32.449
rio_claro,2024-02-28,4.5,20.9,25.919,37.39
la_esperanza,2024-02-29,4.6,40.475,33.15,20.066
rio_claro,2024-02-29,4.5,28.071,28.63,28.23
la_esperanza,2024-03-01,3.4,16.387,24.384,45.95
rio_claro,2024-03-01,3.4,18.025,24.51,41.189
la_esperanza,2024-03-02,4.3,25.7,27.765,31.197
rio_claro,2024-03-02,4.1,18.188,23.965,38.943
la_esperanza,2024-03-03,4.4,24.012,27.289,33.936
rio_claro,2024-03-03,4.2,21.9,25.755,33.82
la_esperanza,2024-03-04,4.5,25.8,28.446,33.796
rio_claro,2024-03-04,4.2,24.688,26.742,29.828
la_esperanza,2024-03-05,4.5,20.712,26.685,41.151
rio_claro,2024-03-05,4.3,25.675,27.244,28.805
la_esperanza,2024-03-06,4.5,21.05,26.099,38.178
rio_claro,2024-03-06,4.1,20.837,25.273,35.123
la_esperanza,2024-03-07,4.1,17.3,23.965,42.93
rio_claro,2024-03-07,3.8,19.825,25.178,37.941
la_esperanza,2024-03-08,4.1,21.1,24.278,30.541
rio_claro,2024-03-08,3.8,18.363,22.361,32.225
la_esperanza,2024-03-09,4.3,19.525,26.368,43.476
rio_claro,2024-03-09,3.7,11.325,21.589,56.334
la_esperanza,2024-03-10,4.2,22.262,26.974,37.716
rio_claro,2024-03-10,3.7,22.15,25.822,33.211
la_esperanza,2024-03-11,4.1,18.425,24.48,40.145
rio_claro,2024-03-11,0,17.6,24.233,41.645
la_esperanza,2024-03-12,4,20.512,25.296,36.371
rio_claro,2024-03-12,3.7,16.537,22.795,40.403
la_esperanza,2024-03-13,4.1,16.663,25.666,49.681
rio_claro,2024-03-13,0,11.562,22.255,56.865
la_esperanza,2024-03-14,4,22.1,25.885,33.839
rio_claro,2024-03-14,0,13.462,21.59,47.819
la_esperanza,2024-03-15,3.8,21.013,25.609,36.127
rio_claro,2024-03-15,3.4,16.163,21.985,38.665
la_esperanza,2024-03-16,3.6,22.337,25.439,31.391
rio_claro,2024-03-16,3.3,13.875,20.816,43.524
la_esperanza,2024-03-17,3.7,24.337,26.81,31.042
rio_claro,2024-03-17,3.3,17.725,22.774,35.986
la_esperanza,2024-03-18,3.3,21.425,25.392,34.435
rio_claro,2024-03-18,2.9,19.1,23.406,33.87
la_esperanza,2024-03-19,3.8,19.212,25.409,41.214
rio_claro,2024-03-19,3.5,24.587,25.815,26.021
la_esperanza,2024-03-20,1.5,5.237,18.041,74.33
rio_claro,2024-03-20,1.2,4.388,15.722,75.055
la_esperanza,2024-03-21,3.6,24.375,27.635,34.169
rio_claro,2024-03-21,3,18.15,24.098,39.447
la_esperanza,2024-03-22,3.8,25.587,29.534,38.261
rio_claro,2024-03-22,3.3,25.3,28.146,33.449
la_esperanza,2024-03-23,3.6,24.762,28.542,36.751
rio_claro,2024-03-23,3.2,18.188,25.204,43.413
la_esperanza,2024-03-24,3.6,21.538,28.178,43.766
rio_claro,2024-03-24,3.1,14.562,24.254,52.209
la_esperanza,2024-03-25,3.6,19.413,27.06,45.766
rio_claro,2024-03-25,3.3,18.85,26.089,44.053
la_esperanza,2024-03-26,3.1,14.962,25.524,55.118
rio_claro,2024-03-26,3,12.975,24.209,56.965
la_esperanza,2024-03-27,3.5,21.412,28.69,45.566
rio_claro,2024-03-27,3.1,12.338,24.582,59.896
la_esperanza,2024-03-28,3.4,18.712,27.458,49.016
rio_claro,2024-03-28,0,17.575,25.841,47.744
la_esperanza,2024-03-29,3.1,17,26.524,51.311
rio_claro,2024-03-29,3,19,26.406,44.929
la_esperanza,2024-03-30,3.3,19.337,27.036,46.014
rio_claro,2024-03-30,2.8,12.413,22.451,54.315
la_esperanza,2024-03-31,2.7,18.55,23.524,36.829
rio_claro,2024-03-31,1.5,13,19.837,43.672
la_esperanza,2024-04-01,2.6,17.375,22.055,34.374
rio_claro,2024-04-01,2.1,10.2,18.201,50.784
la_esperanza,2024-04-02,2.6,22.625,24.744,27.185
rio_claro,2024-04-02,2.1,15.817,21.32,37.405
la_esperanza,2024-04-03,1.4,15.262,20.933,38.299
rio_claro,2024-04-03,1.3,15.012,20.159,36.18
la_esperanza,2024-04-04,2.1,8.738,22.226,67.114
rio_claro,2024-04-04,2.2,6.875,18.663,68.096
la_esperanza,2024-04-05,2.8,22.725,26.316,33.379
rio_claro,2024-04-05,2.2,10.488,20.788,56.959
la_esperanza,2024-04-06,2.8,26.85,27.78,27.865
rio_claro,2024-04-06,2.5,17.957,23.92,39.317
la_esperanza,2024-04-07,2.5,20.788,25.622,36.524
rio_claro,2024-04-07,2.4,16.087,22.865,42.037
la_esperanza,2024-04-08,2.6,18.525,24.66,45.191
rio_claro,2024-04-08,2.4,15.833,21.897,40.135
la_esperanza,2024-04-09,2.5,16.362,24.04,47.429
rio_claro,2024-04-09,2.3,13.837,21.247,45.625
la_esperanza,2024-04-10,2.5,14.137,23.924,54.092
rio_claro,2024-04-10,2.2,11.575,20.093,51.599
la_esperanza,2024-04-11,2.5,19.425,23.93,36.421
rio_claro,2024-04-11,1.7,12.825,19.87,44.746
la_esperanza,2024-04-12,1.9,9.45,18.686,56.615
rio_claro,2024-04-12,1.4,8.329,16.974,56.97
la_esperanza,2024-04-13,1.3,6.238,17.718,69.272
la_esperanza,2024-04-14,1.9,10.038,19.166,55.66
rio_claro,2024-04-14,1.9,11.975,20.291,49.49
la_esperanza,2024-04-15,2.2,12.475,20.483,49.042
rio_claro,2024-04-15,1.9,11.633,19.087,47.527
la_esperanza,2024-04-16,1.8,8.2,18.471,62.63
rio_claro,2024-04-16,0,15.287,21.055,38.52
la_esperanza,2024-04-17,2.1,12.637,20.535,52.364
la_esperanza,2024-04-18,2.4,16.275,22.788,46.489
rio_claro,2024-04-18,0,24.387,26.183,27.962
la_esperanza,2024-04-19,2.3,18.975,24.781,40.375
rio_claro,2024-04-19,2,16,21,37
la_esperanza,2024-04-20,1.3,2.588,17.597,87.088
la_esperanza,2024-04-21,1,1.612,14.972,90.385
la_esperanza,2024-04-22,1,3,16,80
la_esperanza,2024-04-23,0.9,2.05,16.663,89.061
rio_claro,2024-04-23,0.8,0.587,13.724,95.683
la_esperanza,2024-04-24,1.8,8.975,18.115,61.466
la_esperanza,2024-04-25,1.8,10.837,17.211,47.632
la_esperanza,2024-04-26,1.8,11.688,19.679,49.895
la_esperanza,2024-04-27,1.7,11.062,18.585,50.478
la_esperanza,2024-04-28,1.6,8.163,14.846,55.765
rio_claro,2024-04-28,1.2,5.812,13.058,61.058
la_esperanza,2024-04-29,1.2,6.2,13.941,64.624
rio_claro,2024-04-29,1.2,7.2,13.184,53.194
la_esperanza,2024-04-30,2,8.188,16.361,56.04
la_esperanza,2024-05-01,0.7,1.513,12.477,NA
la_esperanza,2024-05-02,1,5.062,13.154,NA
rio_claro,2024-05-02,0,2.287,8.775,NA
la_esperanza,2024-05-03,1.2,7.775,15.71,NA
la_esperanza,2024-05-04,1.6,14.312,19.964,NA
la_esperanza,2024-05-05,1,4.737,16.298,NA
la_esperanza,2024-05-06,1.5,10.613,17.517,NA
la_esperanza,2024-05-07,0.5,0,8.295,NA
la_esperanza,2024-05-08,1.3,8.663,15.098,NA
la_esperanza,2024-05-09,1.1,7.513,15.293,NA
rio_claro,2024-05-09,1.3,3.675,10.92,NA
la_esperanza,2024-05-10,0.8,4.588,13.299,NA
rio_claro,2024-05-10,0.8,4.388,11.469,NA
la_esperanza,2024-05-11,1,5.738,14.933,NA
la_esperanza,2024-05-12,1,8.038,15.159,NA
rio_claro,2024-05-12,1,3.212,11.108,NA
la_esperanza,2024-05-13,0.9,5.175,13.401,NA
rio_claro,2024-05-13,0.9,7.562,12.311,NA
la_esperanza,2024-05-14,1,8.075,14.918,NA
rio_claro,2024-05-14,0.9,10.863,13.976,NA
la_esperanza,2024-05-15,0.8,5.988,12.778,NA
rio_claro,2024-05-15,0.8,4.588,9.425,NA
la_esperanza,2024-05-16,1.1,10.688,16.011,NA
la_esperanza,2024-05-17,0.9,9.675,15.821,NA
rio_claro,2024-05-17,1.4,8.925,13.55,NA
la_esperanza,2024-05-18,1,9.925,16.091,NA
rio_claro,2024-05-18,1.2,8.85,13.38,NA
la_esperanza,2024-05-19,0.8,7.6,14.645,NA
la_esperanza,2024-05-20,0.5,0,9.84,NA
la_esperanza,2024-05-21,0.8,3.225,14.205,NA
la_esperanza,2024-05-22,0.5,0,10.001,NA
la_esperanza,2024-05-23,0.8,5.712,14.515,NA
la_esperanza,2024-05-24,0.7,3.275,12.019,NA
rio_claro,2024-05-24,0,2.487,10.012,NA
la_esperanza,2024-05-25,0.9,4.625,14.784,NA
la_esperanza,2024-05-26,0.7,1.95,14.418,NA
la_esperanza,2024-05-27,0.6,2.775,13.544,NA
la_esperanza,2024-05-28,0.7,5.5,15.188,NA
rio_claro,2024-05-28,0,10.575,16.06,NA
la_esperanza,2024-05-29,0.7,4.838,16.04,NA
la_esperanza,2024-05-30,0.8,6.825,17.788,NA
la_esperanza,2024-05-31,0,0.2,11.977,NA
rio_claro,2024-05-31,0,5.713,14.387,NA
la_esperanza,2024-10-01,2,6.262,15.874,64.874
rio_claro,2024-10-01,1,0.625,11.336,95.41
la_esperanza,2024-10-02,2.9,15.3,20.059,34.47
rio_claro,2024-10-02,2,9,16,49
la_esperanza,2024-10-03,3.4,17.513,20.688,27.999
rio_claro,2024-10-03,2.4,9.113,15.765,48.756
la_esperanza,2024-10-04,3.6,24.925,25.448,23.161
rio_claro,2024-10-04,3.1,17.85,22.18,33.104
la_esperanza,2024-10-05,4.1,23.95,26.497,30.667
rio_claro,2024-10-05,3.3,18.862,23.085,33.092
la_esperanza,2024-10-06,4,24.237,27.688,34.539
rio_claro,2024-10-06,3.8,19.688,24.532,35.995
la_esperanza,2024-10-07,2.3,5.325,18.136,74.085
rio_claro,2024-10-07,2.3,13.975,21.032,43.719
la_esperanza,2024-10-08,3.5,11.275,22.319,57.998
rio_claro,2024-10-08,2.3,8.938,21.927,66.075
la_esperanza,2024-10-09,1.1,2.138,15.914,87.691
rio_claro,2024-10-09,1.5,0.412,15.451,97.544
la_esperanza,2024-10-25,4.8,22.362,26.417,34.851
rio_claro,2024-10-25,4.2,15.363,22.233,42.494
la_esperanza,2024-10-26,4.8,20.237,24.206,32.716
rio_claro,2024-10-26,3.4,12.762,20.424,46.695
la_esperanza,2024-10-27,5.5,28.85,29.229,28.798
rio_claro,2024-10-27,4.5,23.688,26.601,31.795
la_esperanza,2024-10-28,4.7,27.938,29.644,32.59
rio_claro,2024-10-28,4.8,21.337,26.69,38.855
la_esperanza,2024-10-29,5.6,25.675,29.795,40.305
rio_claro,2024-10-29,5,33.775,30.065,20.615
la_esperanza,2024-10-30,1.6,3.075,17.746,84.541
rio_claro,2024-10-30,4.5,7.625,21.57,70.183
la_esperanza,2024-10-31,3.2,12.775,23.939,56.975
rio_claro,2024-10-31,4,8.562,22.301,68.039
la_esperanza,2024-11-01,4.2,15.712,24.534,49.414
rio_claro,2024-11-01,4.7,16,24.651,48.264
la_esperanza,2024-11-02,2.6,11.15,20.091,52.333
rio_claro,2024-11-02,1.9,2.737,15.034,84.092
la_esperanza,2024-11-03,4.8,25.05,26.702,28.246
rio_claro,2024-11-03,4.8,20.1,23.411,30.032
la_esperanza,2024-11-04,2.5,8.913,17.913,56.451
rio_claro,2024-11-04,2,5.325,16.961,72.302
la_esperanza,2024-11-05,4.9,23.438,25.341,27.204
rio_claro,2024-11-05,4.7,18.288,21.684,29.241
la_esperanza,2024-11-06,5.3,30.212,28.109,20.4
rio_claro,2024-11-06,4.8,21.6,23.722,26.233
la_esperanza,2024-11-07,5.1,30.788,28.711,21.639
rio_claro,2024-11-07,4.5,21.812,24.299,28.13
la_esperanza,2024-11-08,3.8,24.225,27.026,31.995
rio_claro,2024-11-08,3.5,17.875,23.251,37.322
la_esperanza,2024-11-09,5.3,34.812,31.07,22.655
rio_claro,2024-11-09,4.8,28.312,27.551,22.978
la_esperanza,2024-11-10,4.5,23.05,27.19,36.304
rio_claro,2024-11-10,3.7,16.288,23.824,44.674
la_esperanza,2024-11-11,3.9,15.95,23.028,43.07
rio_claro,2024-11-11,2.2,9.137,18.54,57.071
la_esperanza,2024-11-12,5.4,25.9,26.562,25.192
rio_claro,2024-11-12,4.6,19.188,22.942,31.364
la_esperanza,2024-11-13,5.9,33.787,30.14,20.872
rio_claro,2024-11-13,5.1,19.938,25.142,37.507
la_esperanza,2024-11-14,5.6,16.237,24.296,46.63
rio_claro,2024-11-14,4.9,22.6,27.216,37.278
la_esperanza,2024-11-15,4.4,14.188,23.755,51.57
rio_claro,2024-11-15,4.9,15.525,24.675,49.923
la_esperanza,2024-11-16,2.8,9.337,22.036,64.673
rio_claro,2024-11-16,1.7,1.7,15.851,90.301
la_esperanza,2024-11-17,2.6,9.438,20.464,60.804
rio_claro,2024-11-17,1.3,2.075,14.198,87
la_esperanza,2024-11-18,5.2,25.987,26.688,25.594
rio_claro,2024-11-18,4.7,20.8,23.135,26.449
la_esperanza,2024-11-19,5.2,24.737,26.944,30.263
rio_claro,2024-11-19,4.8,23.425,25.421,27.759
la_esperanza,2024-11-20,4.8,24.562,25.816,25.904
rio_claro,2024-11-20,5,19.413,23.381,32.329
la_esperanza,2024-11-21,4.7,27.775,28.032,26.509
rio_claro,2024-11-21,4.2,23.638,25.059,25.552
la_esperanza,2024-11-22,5.5,25.075,27.817,32.834
rio_claro,2024-11-22,5.3,26.763,27.604,27.434
la_esperanza,2024-11-23,5.6,32.325,29.161,19.897
rio_claro,2024-11-23,5,20.75,25.222,35.232
la_esperanza,2024-11-24,6,31.125,30.438,28.574
rio_claro,2024-11-24,5.2,27.487,27.475,24.879
la_esperanza,2024-11-25,5.6,31.8,30.05,25.081
rio_claro,2024-11-25,5,22.763,25.78,31.225
la_esperanza,2024-11-26,5.6,27.612,27.559,24.869
rio_claro,2024-11-26,5.2,22.612,25.665,31.259
la_esperanza,2024-11-27,5.4,23.812,26.455,30.846
rio_claro,2024-11-27,5,20,24.399,34.369
la_esperanza,2024-11-28,5.3,22.638,25.416,30.237
rio_claro,2024-11-28,3.6,18.788,23.368,34.415
la_esperanza,2024-11-29,5.2,28.087,27.424,22.996
rio_claro,2024-11-29,5,20.388,23.915,31.202
la_esperanza,2024-11-30,5.7,34.35,29.931,18.519
rio_claro,2024-11-30,5.2,26.763,27.281,26.048
la_esperanza,2024-12-01,5.7,24.712,27.073,30.891
rio_claro,2024-12-01,5.3,25.812,26.499,25.267
la_esperanza,2024-12-02,5.6,21.288,24.746,31.465
rio_claro,2024-12-02,4.4,18.65,22.465,31.243
la_esperanza,2024-12-03,5.5,31.038,28.249,18.901
rio_claro,2024-12-03,5,24,24.57,22.085
la_esperanza,2024-12-04,5.4,21.175,26.326,38.115
rio_claro,2024-12-04,5.3,24.75,26.195,27.13
la_esperanza,2024-12-05,4.9,19.625,24.931,37.673
rio_claro,2024-12-05,5,16.737,23.757,42.965
la_esperanza,2024-12-06,3.9,18.025,22.861,35.169
rio_claro,2024-12-06,2.1,9.988,18.386,52.834
la_esperanza,2024-12-07,4.8,24.587,26.159,27.341
rio_claro,2024-12-07,4.6,18.763,22.316,30.235
la_esperanza,2024-12-08,4.7,27.888,27.439,23.604
rio_claro,2024-12-08,3.7,20.288,23.775,30.95
la_esperanza,2024-12-09,5.4,23.962,25.985,28.415
rio_claro,2024-12-09,5,21.462,24.138,28.496
la_esperanza,2024-12-10,5.6,36.6,31.164,19.15
rio_claro,2024-12-10,5.4,30.125,28.03,20.302
la_esperanza,2024-12-11,5.8,34.275,30.839,22.839
rio_claro,2024-12-11,5.6,32.838,28.914,17.562
la_esperanza,2024-12-12,5.9,39.763,32.455,18.369
rio_claro,2024-12-12,5.5,31.175,28.97,21.875
la_esperanza,2024-12-13,5.8,23.837,27.286,34.065
rio_claro,2024-12-13,5.3,23.188,26.319,32.191
la_esperanza,2024-12-14,6.2,37.088,31.836,21.119
rio_claro,2024-12-14,5.4,30.288,28.091,20.177
la_esperanza,2024-12-15,6.4,37,32.379,23.805
rio_claro,2024-12-15,5.8,34.186,30.146,20.003
la_esperanza,2024-12-16,5.7,23.938,27.029,32.755
rio_claro,2024-12-16,5.5,25.312,27.689,31.647
la_esperanza,2024-12-17,5.6,25.013,28.429,35.281
rio_claro,2024-12-17,5.4,22.638,27.278,37.446
la_esperanza,2024-12-18,4.9,22.425,27.225,37.924
rio_claro,2024-12-18,4,16.175,23.93,45.485
la_esperanza,2024-12-19,5.9,32.487,30.719,26.384
rio_claro,2024-12-19,5.4,23.788,26.455,31.054
la_esperanza,2024-12-20,6.5,40.362,32.486,17.266
rio_claro,2024-12-20,5.6,27.138,27.671,26.666
la_esperanza,2024-12-21,6.1,38.787,31.469,15.748
rio_claro,2024-12-21,5.1,25.325,25.817,23.801
la_esperanza,2024-12-22,6.3,38.513,33.467,25.231
rio_claro,2024-12-22,5.7,28.888,29.544,30.013
la_esperanza,2024-12-23,6.6,45.175,35.895,23.462
rio_claro,2024-12-23,5.9,36.938,32.365,23.753
la_esperanza,2024-12-24,6.3,31.038,31.767,33.769
rio_claro,2024-12-24,5.8,31.112,29.309,23.571
la_esperanza,2024-12-25,6.4,25.4,28.95,36.373
rio_claro,2024-12-25,5.9,37.062,31.181,18.3
la_esperanza,2024-12-26,5.5,19.275,26.324,43.535
rio_claro,2024-12-26,5.8,26.862,29.183,33.495
la_esperanza,2024-12-27,3.3,8.75,21.815,66.236
rio_claro,2024-12-27,5.1,15.413,24.407,49.446
la_esperanza,2024-12-28,5.4,18.55,26.705,46.884
rio_claro,2024-12-28,5.4,20.138,27.621,45.373
la_esperanza,2024-12-29,6.1,25.25,29.823,39.744
rio_claro,2024-12-29,5.6,22.638,28.907,43.08
la_esperanza,2024-12-30,6,32.912,32.18,31.444
rio_claro,2024-12-30,4.9,27.35,28.635,30.789
la_esperanza,2024-12-31,6,36,32,23
rio_claro,2024-12-31,5.7,31.071,29.761,25.661
la_esperanza,2025-01-01,6.3,33.45,32.361,30.925
rio_claro,2025-01-01,5.7,26.625,28.801,32.607
la_esperanza,2025-01-02,6.4,35.425,31.836,24.861
rio_claro,2025-01-02,5.7,34.188,30.276,20.646
la_esperanza,2025-01-03,6.4,33.825,31.456,26.461
rio_claro,2025-01-03,5.9,38.525,31.507,16.544
la_esperanza,2025-01-04,6.2,23.025,27.891,38.549
rio_claro,2025-01-04,6.1,35.625,31.673,23.562
la_esperanza,2025-01-05,5.7,27,30.086,36.595
rio_claro,2025-01-05,5.7,25.337,29.006,36.667
la_esperanza,2025-01-06,6.2,34.537,33.086,31.614
rio_claro,2025-01-06,5.7,33.263,31.475,27.891
la_esperanza,2025-01-07,5.5,24.337,29.405,40.388
rio_claro,2025-01-07,5.9,24.837,29.371,39.21
la_esperanza,2025-01-08,4.8,19.562,26.819,44.334
rio_claro,2025-01-08,5.4,18.288,26.087,45.779
la_esperanza,2025-01-09,6.1,30.25,31.041,32.722
rio_claro,2025-01-09,5.6,27,28.853,31.98
la_esperanza,2025-01-10,6.4,41.825,34.217,22.234
rio_claro,2025-01-10,5.7,32.513,30.301,24.625
la_esperanza,2025-01-11,6.4,40.013,34.028,24.845
rio_claro,2025-01-11,5.9,36.15,31.459,21.496
la_esperanza,2025-01-12,6.2,49.25,35.559,14.929
rio_claro,2025-01-12,5.9,37.375,31.39,18.583
la_esperanza,2025-01-13,5.5,12.363,24.645,59.891
rio_claro,2025-01-13,5.8,25.729,29.04,35.851
la_esperanza,2025-01-14,5.5,24.938,29.62,39.811
rio_claro,2025-01-14,5.4,22.6,28.066,40.374
la_esperanza,2025-01-15,6.3,39.625,32.425,18.59
rio_claro,2025-01-15,5.7,27.75,29.856,33.99
la_esperanza,2025-01-16,6.2,33.95,32.993,32.606
rio_claro,2025-01-16,5.7,32.338,30.657,26.54
la_esperanza,2025-01-17,6.6,34.05,32.393,29.779
rio_claro,2025-01-17,5.8,29.175,30.856,34.43
la_esperanza,2025-01-18,6.1,34.412,31.781,26.608
rio_claro,2025-01-18,5.5,32.525,30.044,23.489
la_esperanza,2025-01-19,6,29.15,29.276,28.219
rio_claro,2025-01-19,5.5,28.7,28.479,26.059
la_esperanza,2025-01-20,6.2,45.175,34.71,18.254
